"","id","original_title","genres","release_date","revenue","budget","runtime","animation","comedy","family","adventure","fantasy","drama","romance","action","crime","thriller","history","mystery","music","horror","war","documentary","western","scifi"
"20572","127372","emperor","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","2012-09-14",3346265,"0",105,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
"20578","139948","burn","[{'id': 10769, 'name': 'Foreign'}, {'id': 99, 'name': 'Documentary'}]","2012-11-01",111300,"225000",86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"20597","150117","igiveitayear","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2013-02-08",28234657,"0",97,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"20598","124459","theincredibleburtwonderstone","[{'id': 35, 'name': 'Comedy'}]","2013-03-14",27437881,"30000000",100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20599","122081","springbreakers","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","2013-01-24",31724284,"5000000",94,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"20604","144789","losamantespasajeros","[{'id': 35, 'name': 'Comedy'}]","2013-03-08",11724119,"5000000",90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20620","158011","thecall","[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]","2013-03-14",68572378,"13000000",94,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"20621","117263","olympushasfallen","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","2013-03-20",161025640,"70000000",120,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"20624","156268","inappropriatecomedy","[{'id': 35, 'name': 'Comedy'}]","2013-03-22",228,"0",84,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20659","121875","danslamaison","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]","2012-09-26",11879046,"0",105,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"20664","97367","theplacebeyondthepines","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","2013-03-20",35485608,"15000000",140,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"20665","78215","intothewhite","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","2012-03-06",704,"0",100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"20671","72710","thehost","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 10749, 'name': 'Romance'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","2013-03-22",63327201,"44000000",125,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1
"20680","65650","thegooddoctor","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2011-01-01",5206,"6000000",93,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"20682","144340","admission","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2013-03-21",1.8e+07,"13000000",107,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"20696","60579","heyram","[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]","2000-02-18",4900000,"3900000",199,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20721","109428","evildead","[{'id': 27, 'name': 'Horror'}]","2013-04-05",97542952,"17000000",91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"20722","68727","trance","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","2013-03-27",24261569,"20000000",101,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0
"20727","93828","welcometothepunch","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}]","2013-03-15",9747,"8500000",99,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"20728","128136","myawkwardsexualadventure","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2012-09-11",45250,"0",98,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"20738","44895","poorwhitetrash","[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]","2000-06-16",1404,"1200000",85,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"20751","75612","oblivion","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]","2013-04-10",286168572,"120000000",124,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"20756","59963","darktide","[{'id': 53, 'name': 'Thriller'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","2012-03-28",432274,"25000000",113,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"20759","60281","tothewonder","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2013-02-22",587615,"0",112,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"20760","109410","42","[{'id': 18, 'name': 'Drama'}]","2013-04-12",95020213,"40000000",128,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20774","126250","denskaldedefris„r","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2012-09-04",10016934,"5500000",116,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"20781","50221","mugabeandthewhiteafrican","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]","2009-08-07",4542,"0",90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"20785","127517","disconnect","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2012-09-11",3428048,"10000000",115,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"20792","4258","scarymovie5","[{'id': 35, 'name': 'Comedy'}]","2013-04-11",78378744,"20000000",86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20795","13647","theinvincibleironman","[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","2007-01-23",5300000,"0",83,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"20796","63686","thortalesofasgard","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]","2011-05-16",3100000,"0",77,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"20800","134374","paingain","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 28, 'name': 'Action'}]","2013-04-18",86175291,"25000000",130,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"20808","30675","planethulk","[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","2010-02-02",7e+06,"0",81,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"20809","137563","abandcalleddeath","[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}]","2013-06-27",125,"0",96,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"20810","176124","homerun","[{'id': 18, 'name': 'Drama'}]","2013-04-19",2861020,"1200000",114,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20818","44865","‰Ä‰ÂóÂ","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]","2013-01-08",64076736,"3860000",130,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"20830","109414","thisistheend","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","2013-06-12",126041322,"32000000",107,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"20831","68721","ironman3","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","2013-04-18",1215439994,"200000000",130,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"20837","166076","supermanunbound","[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","2013-05-06",2915767,"0",75,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"20841","174321","theenglishteacher","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2013-05-16",104810,"0",91,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20843","91073","ÎúÏî","[{'id': 18, 'name': 'Drama'}]","2010-09-10",4820000,"6200000",113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20844","77221","blackgold","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]","2011-12-21",5446000,"40000000",130,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20851","103731","mud","[{'id': 18, 'name': 'Drama'}]","2013-05-01",21587700,"10000000",130,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20853","42587","erinnerungenandiezukunft","[{'id': 99, 'name': 'Documentary'}, {'id': 9648, 'name': 'Mystery'}]","1970-01-01",25,"0",92,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"20874","101501","theafflicted","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","2011-10-22",175742,"180000",85,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"20896","94901","aboutcherry","[{'id': 18, 'name': 'Drama'}]","2012-02-14",3003,"2500000",102,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20911","64682","thegreatgatsby","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2013-05-10",351040419,"105000000",143,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"20923","54138","startrekintodarkness","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]","2013-05-05",467365246,"190000000",132,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"20933","116741","theinternship","[{'id': 35, 'name': 'Comedy'}]","2013-06-07",4.4e+07,"58000000",119,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20952","139933","kissofthedamned","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]","2012-11-07",14752,"0",95,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
"20960","156236","alceste„†bicyclette","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","2013-01-16",10759874,"0",104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20968","77987","onlygodforgives","[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","2013-05-30",10337387,"4800000",90,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"20969","109439","thehangoverpartiii","[{'id': 35, 'name': 'Comedy'}]","2013-05-23",362000072,"103000000",100,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"20971","82992","fastfurious6","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","2013-05-06",788679850,"160000000",130,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
"20972","116711","epic","[{'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","2013-05-15",268426634,"100000000",102,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"20980","152780","lepass„","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]","2013-05-17",10631747,"11000000",130,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"20982","42151","downterrace","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]","2009-09-01",10000,"31192",89,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"20989","137182","thebrokencirclebreakdown","[{'id': 18, 'name': 'Drama'}]","2012-10-09",5475058,"0",112,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20993","121986","francesha","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2013-05-17",4069826,"0",86,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"20994","104755","thelordsofsalem","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","2012-09-10",1165882,"1500000",101,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"20998","119675","behindthecandelabra","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2013-05-26",15600000,"23000000",118,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"21010","123103","aftershock","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","2012-09-12",58510,"2000000",89,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"21019","82700","afterearth","[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","2013-05-30",243843127,"130000000",100,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"21026","75656","nowyouseeme","[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]","2013-05-29",117698894,"75000000",115,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
"21027","77805","lovelace","[{'id': 18, 'name': 'Drama'}]","2013-08-08",1585582,"10000000",92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21035","74513","forcessp„ciales","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]","2011-11-02",10759,"10000000",109,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
"21039","43938","niceguyjohnny","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]","2010-11-04",25,"0",89,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"21051","133463","reddinc","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}]","2012-11-03",1e+06,"500000",93,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"21055","147773","thewaywayback","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2013-06-06",23198652,"4600000",103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21069","49521","manofsteel","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]","2013-06-12",662845518,"225000000",143,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"21074","87567","thebigwedding","[{'id': 35, 'name': 'Comedy'}]","2013-04-25",21819348,"35000000",90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21076","121873","hannaharendt","[{'id': 18, 'name': 'Drama'}]","2012-09-11",717205,"0",113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21081","158015","thepurge","[{'id': 878, 'name': 'Science Fiction'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","2013-05-31",89328627,"3000000",86,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"21084","121677","thereluctantfundamentalist","[{'id': 53, 'name': 'Thriller'}]","2013-03-17",519535,"0",130,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"21100","96936","theblingring","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]","2013-06-12",19145732,"15000000",90,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"21102","62211","monstersuniversity","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","2013-06-20",743559607,"200000000",104,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21104","192538","hammerofthegods","[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]","2013-07-05",641,"0",99,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
"21118","80518","Èã„ÅÈúÈáëËìÂÂòÜ„Åç„Å‰òÔà„Éˇ„É„ÇÔâ„ÅËÅñ„Å„ÇãÊòˇ","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","2011-07-02",7401480,"0",110,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"21120","103620","maniac","[{'id': 27, 'name': 'Horror'}]","2012-12-26",31081,"6000000",89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"21124","68726","pacificrim","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]","2013-07-11",407602906,"180000000",131,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"21126","152742","lamiglioreofferta","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 80, 'name': 'Crime'}, {'id': 9648, 'name': 'Mystery'}]","2013-01-01",19255873,"13500000",124,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0
"21131","72190","worldwarz","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","2013-06-20",531865000,"200000000",116,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
"21132","68724","elysium","[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2013-08-07",286140700,"115000000",109,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
"21140","159154","westealsecretsthestoryofwikileaks","[{'id': 99, 'name': 'Documentary'}]","2013-05-24",602042,"0",127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"21141","127373","whatmaisieknew","[{'id': 18, 'name': 'Drama'}]","2013-05-02",1066471,"6000000",93,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21162","93456","despicableme2","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]","2013-06-25",970761885,"76000000",98,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21163","117251","whitehousedown","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]","2013-06-27",205366737,"150000000",131,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
"21164","107985","theworldsend","[{'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]","2013-07-18",46089287,"20000000",109,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"21167","139329","‰Ä‰ùÂõõ‰ú","[{'id': 18, 'name': 'Drama'}]","2012-11-01",311,"0",145,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21169","136418","hummingbird","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","2013-05-07",8352885,"20000000",100,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"21172","136795","theheat","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","2013-06-27",158674180,"43000000",117,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"21176","57201","theloneranger","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]","2013-07-03",89289910,"255000000",149,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"21190","124157","ÎèÑÎëëÎì","[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]","2012-07-25",83519699,"0",135,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"21204","159117","vhs2","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","2013-06-06",21833,"0",95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"21220","157386","thespectacularnow","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]","2013-08-02",6854611,"2500000",95,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"21221","112200","thanksforsharing","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2012-09-07",1065881,"0",112,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21244","111969","stuckinlove","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]","2012-09-09",81071,"0",97,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21246","61198","howtoliveforever","[{'id': 99, 'name': 'Documentary'}]","2011-05-13",40836,"0",92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"21250","157354","fruitvalestation","[{'id': 18, 'name': 'Drama'}]","2013-07-25",17385830,"0",85,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21257","206324","bhaagmilkhabhaag","[{'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","2013-07-12",2.5e+07,"4600000",186,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"21259","29345","theterrorwithin","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]","1989-01-20",858591,"0",90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
"21263","49524","ripd","[{'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","2013-07-18",61648500,"130000000",96,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"21268","182127","yipmanthefinalfight","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]","2013-03-22",37884,"0",100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
"21270","77663","killingseason","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]","2013-07-12",39881,"0",91,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"21276","179111","afieldinengland","[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 53, 'name': 'Thriller'}]","2013-07-05",32846,"0",90,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
"21277","138843","theconjuring","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]","2013-07-18",318000141,"13000000",112,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"21294","77950","turbo","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]","2013-07-11",282570682,"135000000",96,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21297","76170","thewolverine","[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]","2013-07-23",415440673,"120000000",126,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
"21307","172533","drinkingbuddies","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]","2013-08-23",343341,"0",90,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"21334","27957","nefesvatansa‰ˇolsun","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}]","2009-10-15",13500000,"2000000",128,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
"21338","136400","2guns","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]","2013-08-02",131940411,"61000000",109,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
"21345","151743","‰ÂÜçÂõÈÄî‰ãÊÂõ","[{'id': 35, 'name': 'Comedy'}]","2012-12-12",2.08e+08,"2200000",105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21350","160588","bluejasmine","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2013-07-25",99206215,"18000000",98,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21352","179144","lagrandebellezza","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]","2013-05-21",8371085,"12400000",142,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"21356","109729","thecanyons","[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]","2013-07-29",56825,"250000",99,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
"21358","77664","andyouthoughtyourparentswereweird","[{'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]","1991-11-15",402539,"0",92,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"21381","76285","percyjacksonseaofmonsters","[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]","2013-08-07",174578751,"90000000",106,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"21382","77931","thesmurfs2","[{'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}, {'id': 35, 'name': 'Comedy'}, {'id': 16, 'name': 'Animation'}]","2013-07-30",347434178,"105000000",105,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"21383","177699","alanpartridgealphapapa","[{'id': 35, 'name': 'Comedy'}]","2013-07-24",9800000,"4000000",90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"21384","23535","classof1999","[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]","1990-05-11",2459895,"5200000",99,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
