"","Actor","Director","id"
"11465","aleksey serebryakov","eldar salavatov",61998
"11466","boguslaw linda","maciej slesicki",61999
"11467","sean connery","richard lester",62001
"11468","john forsythe","robert wise",62006
"11469","tyler perry","tyler perry",62008
"11470","judith godrèche","ariel zeitoun",62009
"11471","28463","guillaume nicloux",62012
"11472","adriano celentano","pasquale festa campanile",62029
"11473","lex barker","howard w koch",62033
"11474","yvonne fedderson","edward bernds",62037
"11475","gary busey","paul ziller",62039
"11476","michael rooker","martin kunert",62040
"11477","diego luna","carlos bolado",62045
"11478","björn kjellman","tova magnusson",62069
"11479","stephen mcnally","maxwell shane",62091
"11480","denis hayes","robert stone",62106
"11481","marie féret","rené féret",62116
"11482","julie marie parmentier","jean pierre denis",62124
"11483","joel gray","michael ritchie",62127
"11484","chris strompolos","eric zala",62128
"11485",NA,"christoph schuch",62130
"11486","rick burks","jackie kong",62132
"11487","patrick timsit","alain berbérian",62134
"11488","ingrid guimarães","roberto santucci",62156
"11489","nick stahl","tim blake nelson",62184
"11490","james whitmore","william a wellman",62188
"11491","christopher gorham","darin beckstead",62196
"11492","everett mcgill","jean jacques annaud",62204
"11493","jesse eisenberg","ruben fleischer",62206
"11494","billy crystal","dan scanlon",62211
"11495","ewan mcgregor","david alexanian",62241
"11496","salvo randone","elio petri",62243
"11497","sergey gorobchenko","pyotr buslov",62276
"11498","michael rapaport","craig singer",62289
"11499","maria kraakman","nanouk leopold",62297
"11500","shigeru chiba","mamoru oshii",62301
"11501","ellen page","george langworthy",62323
"11502","aseefa bhutto zardari","johnny o hara",62325
"11503","jason gedrick","michael hoffman",62327
"11504","gastón pauls","sebastián borensztein",62342
"11505","rutger hauer","philippe mora",62347
"11506","pernilla august","liv ullmann",62352
"11507","michel serrault","pierre tchernia",62363
"11508","javier bardem","manuel gómez pereira",62364
"11509","satoshi hino","kazuya sasahara",62368
"11510","bob hoskins","charlie peters",62383
"11511","sandra dee","harry keller",62392
"11512","pablito calvo","ladislao vajda",62395
"11513","dean martin","joseph pevney",62396
"11514","chris diamantopoulos","joe otting",62399
"11515","claudio lafarga","francisco laresgoiti",62409
"11516","neil young","jim jarmusch",62422
"11517","jerry seinfeld","john moffitt",62425
"11518","erik lindgren","jan gissberg",62429
"11519","robert foxworth","richard a colla",62432
"11520","rina matsufuji","yasuhiro yoshiura",62447
"11521","bruce jones","ken loach",62463
"11522","ryô ikebe","ishirô honda",62472
"11523","carlo verdone","carlo verdone",62491
"11524","billy campbell","philip g flores",62503
"11525","meagan good","russ parr",62522
"11526","brandon baker","eric bross",62527
"11527",NA,"josh aronson",62529
"11528","song hye kyo","soopum sohn",62557
"11529","michel simon","claude berri",62570
"11530","daniel auteuil","daniel auteuil",62580
"11531","joanna garcia","james hayman",62592
"11532","tiina weckström","juha wuolijoki",62614
"11533","aleksey chadov","aleksandr veledinskiy",62616
"11534","tenzin zopa","nati baratz",62635
"11535","yi pan yong","bae yong kyun",62637
"11536","vladimir volga","nikolai stambula",62643
"11537","richard widmark","john sturges",62648
"11538","kirk douglas","vincente minnelli",62655
"11539","yuriy kutsenko","roman prygunov",62664
"11540","jennifer love hewitt","glenn chaika",62670
"11541","47627","maggie greenwald",62677
"11542","andrei panin","aleksandr atanesyan",62678
"11543","jürgen rißmann","tomasz thomson",62684
"11544","pavel derevyanko","roman kachanov",62688
"11545","yui","norihiro koizumi",62691
"11546","vladimir etush","nadezhda kosheverova",62692
"11547","robyn hitchcock","jonathan demme",62695
"11548","bradford dillman","jeannot szwarc",62697
"11549","james caan","william a graham",62709
"11550","tomás milián","bruno corbucci",62715
"11551","arnaldo baptista","paulo henrique fontenelle",62717
"11552","heikki hela","matti grönberg",62719
"11553","andrey merzlikin","vadim shmelyov",62721
"11554","glenn ford","rudolph maté",62722
"11555","anastasia zurkalova","oksana bayrak",62726
"11556","jeanne crain","elia kazan",62727
"11557",NA,"petra seeger",62730
"11558","yuriy kutsenko","aleksandr strizhenov",62731
"11559","kristina orbakayte","maksim pezhemskiy",62732
"11560","garik kharlamov","kirill kuzin",62737
"11561","garik kharlamov","oleg fomin",62738
"11562","dmitri solovyov","sergey solovyov",62741
"11563","tony curtis","stuart heisler",62753
"11564","marat basharov","viktor shamirov",62757
"11565","olivia d abo","paul lynch",62768
"11566","kai lehtinen","kari väänänen",62775
"11567","<U+043C><U+0438><U+0445><U+0430><U+0438><U+043B> <U+043F><U+043E><U+0440><U+0435><U+0447><U+0435><U+043D><U+043A><U+043E><U+0432>","sergei bobrov",62783
"11568","tungyshbai al tarazi","akan satayev",62787
"11569","lino ventura","francesco rosi",62789
"11570","camilla luddington","mark rosman",62796
"11571","sanjeev kumar","subhash ghai",62803
"11572","unto helo","perttu leppä",62825
"11573","morgan freeman","charles martin smith",62837
"11574","robert de niro","garry marshall",62838
"11575","dragoljub aleksic","dusan makavejev",62842
"11576","dudley moore","paul morrissey",62847
"11577","sanae nakahara","kinji fukasaku",62851
"11578","109691","yukio noda",62852
"11579","tatsuo umemiya","eijirô wakabayashi",62855
"11580","16923","sam garbarski",62871
"11581","tahmoh penikett","stuart gillard",62878
"11582","vesa matti loiri","ere kokkonen",62894
"11583","vesa matti loiri","ere kokkonen",62896
"11584","vesa matti loiri","ere kokkonen",62897
"11585","vesa matti loiri","ere kokkonen",62898
"11586","nikki deloach","griff furst",62904
"11587","samuel l jackson","fuminori kizaki",62931
"11588","elijah wood","adam yauch",62934
"11589","jim morrison","ray manzarek",62941
"11590","rachel griffiths","sara sugarman",62956
"11591","andy lau","daming chen",62976
"11592","donnie yen","felix chong",62977
"11593","bulle ogier","alain tanner",62978
"11594","12270","claude miller",62981
"11595","brendan fehr","paul ziller",62989
"11596","natasha henstridge","bruce mcculloch",62994
"11597","james garner","james goldstone",62996
"11598","aleksandr lymarev","pavel sanaev",62997
"11599","evgeniy stychkin","aleksandr strizhenov",62999
"11600","darío grandinetti","eliseo subiela",63004
"11601","abhishek bachchan","rohan sippy",63006
"11602","marisa tomei","mira nair",63020
"11603","george hilton","luigi cozzi",63026
"11604","paolo villaggio","sergio corbucci",63029
"11605","jon voight","john irvin",63039
"11606","jason lewis","warren p sonoda",63045
"11607","tim birkett","thomas johnson",63046
"11608","sylvia chang","li yu",63064
"11609","frederick lau","hermine huntgeburth",63065
"11610","vincenzo salemme","vincenzo salemme",63067
"11611","steve ledoux","jeffrey blitz",63075
"11612","nick broomfield","nick broomfield",63076
"11613","bernadette heerwagen","lars kraume",63077
"11614","pitchanart sakakorn","monthon arayangkoon",63081
"11615","tony randall","harry keller",63083
"11616","robert hutton","robert hutton",63087
"11617","john ashley","larry buchanan",63088
"11618","deborah kerr","vincente minnelli",63096
"11619","matt dillon","john madden",63097
"11620","sue price","albert pyun",63105
"11621","ray liotta","mario van peebles",63139
"11622","michal kapral","benjamin fingerhut",63140
"11623","lee tergesen","simon arthur",63142
"11624","amos poe","celine danhier",63143
"11625","cat erickson","damon russell",63147
"11626","peter scanavino","vladan nikolic",63154
"11627","anastasiya vertinskaya","yuriy kara",63163
"11628","billy boyd","marc goldstein",63171
"11629","véronique alain","alain resnais",63172
"11630","catherine deneuve","marco ferreri",63176
"11631","totò","mario mattoli",63179
"11632","harley wood","dwain esper",63180
"11633","ugo pagliai","luigi scattini",63187
"11634","alessandro gassman","ricky tognazzi",63190
"11635","james wolk","peter werner",63193
"11636","brian robertson","peter watkins",63194
"11637","eliane annie adalto","peter watkins",63195
"11638","amber perkins","michael goi",63197
"11639","howard berger","kevin vanhook",63206
"11640","jean gabin","henri decoin",63224
"11641","lyudmila gurchenko","eldar ryazanov",63258
"11642","giuliano gemma","duccio tessari",63260
"11643","pyotr fyodorov","oleg assadulin",63266
"11644","gian maria volonté","giuseppe ferrara",63269
"11645","devon sawa","joe o brien",63273
"11646","adriano celentano","franco castellano",63274
"11647","valerio mastandrea","claudio caligari",63276
"11648","fyodor bondarchuk","olga subbotina",63281
"11649","jennifer lawrence","lori petty",63287
"11650",NA,"michael glawogger",63290
"11651","ekaterina savinova","yevgeni tashkov",63291
"11652","tatyana doronina","tatyana lioznova",63293
"11653","annamaria demara","cole s mckay",63297
"11654","andrey mironov","vladimir bortko",63299
"11655","andrey mironov","alla surikova",63300
"11656","svetlana karpinskaya","eldar ryazanov",63303
"11657","larisa golubkina","eldar ryazanov",63304
"11658","paris hilton","tom putnam",63315
"11659","thérèse liotard","agnès varda",63318
"11660","viva","agnès varda",63320
"11661","natasha henstridge","michael feifer",63326
"11662","paddy considine","james hawes",63339
"11663","bruce marchiano","david a r white",63348
"11664","edith hahn beer","liz garbus",63358
"11665","vera miles","larry stewart",63360
"11666","prabhas","dasaradh",63376
"11667","donald houston","charles frend",63395
"11668","fanny ardant","costa gavras",63398
"11669","prabhas","a karunakaran",63414
"11670","hans joachim klein","jessica yu",63423
"11671",NA,"nick broomfield",63427
"11672","tony kendall","gianfranco parolini",63432
"11673","harvey keitel","james toback",63435
"11674","robert foxworth","vincent mceveety",63438
"11675","harald william borg weedon","kristoffer metcalfe",63447
"11676","aleksei konsovsky","erast garin",63449
"11677","andrey mironov","leonid kvinikhidze",63452
"11678","lee sun kyun","kim jung hoon",63465
"11679","ellen barkin","douglas mcgrath",63472
"11680","nathan stevens","tenney fairchild",63474
"11681","jeremy sumpter","tom mcloughlin",63483
"11682","tatsuya fujiwara","hideo nakata",63484
"11683","katsuo nakamura","akira daikuhara",63486
"11684","henry fonda","robert l collins",63505
"11685","richard pryor","richard pryor",63510
"11686","sergey zhigunov","svetlana druzhinina",63536
"11687","dmitriy kharatyan","svetlana druzhinina",63537
"11688","dmitriy kharatyan","svetlana druzhinina",63538
"11689","yaroslav chevazhevskiy","yaroslav chevazhevskiy",63540
"11690","catherine o hara","david keating",63564
"11691","zhanna prokhorenko","yuli raizman",63568
"11692","rolan bykov","rolan bykov",63569
"11693","aleksandr vasilyev","vladimir bortko",63572
"11694","steve coogan","michael winterbottom",63578
"11695","natalie press","elizabeth mitchell",63585
"11696","barbi benton","boaz davidson",63590
"11697","evgeniy sidikhin","nana dzhordzhadze",63607
"11698","alberto san juan","félix viscarret",63611
"11699","alejo sauras","david trueba",63612
"11700","óscar jaenada","jaime chávarri",63616
"11701","andy kaufman","linda lautrec",63624
"11702","imre olvasztó","sándor mihályfy",63625
"11703","colin firth","pat o connor",63639
"11704","jiiva","k v anand",63654
"11705","jill clayburgh","costa gavras",63665
"11706","roland lesaffre","marcel carné",63681
"11707","matthew knight","bruce mcdonald",63700
"11708","kat graham","bille woodruff",63710
"11709","237780","otar iosseliani",63717
"11710","andy lau","wong jing",63721
"11711","alexa penavega","dagen merrill",63762
"11712","edwige feuillère","max ophüls",63766
"11713","sarah jane sauvegrain","sophie letourneur",63774
"11714","aileen pringle","christy cabanne",63787
"11715","bud abbott","charles lamont",63795
"11716","kristin davis","michael switzer",63809
"11717","artyom tkachenko","filipp yankovsky",63838
"11718","jack weston","richard lester",63848
"11719","jane fonda","roger vadim",63876
"11720","jennifer aspen","susan seidelman",63877
"11721","jean claude aimini","jacques rozier",63880
"11722","fernando becerril","gerardo naranjo",63883
"11723","omar sharif","terence young",63888
"11724","vladimir turchinsky","vladimir shchegolkov",63898
"11725","vyacheslav tikhonov","stanislav rostotsky",63899
"11726","artika sari devi","garin nugroho",63923
"11727","aleksei kravchenko","oleg stepchenko",63930
"11728","jorma tommila","olli saarela",63938
"11729","craig sheffer","lance young",63945
"11730","david halberstam","emile de antonio",63951
"11731","r budd dwyer","james dirschberger",63954
"11732","kaitlyn burke","paul ziller",63957
"11733","hal reed","tom hanson",63959
"11734","lee na young","song hae sung",63963
"11735","paul fox","martin huberty",63971
"11736","vittorio gassman","alain resnais",63978
"11737","chuck norris","aaron norris",63988
"11738","cécile de france","ivan calbérac",63989
"11739","urszula grabowska","feliks falk",63990
"11740","linda de mol","will koopman",63996
"11741","chow yun fat","mabel cheung",64015
"11742","allu tuppurainen","olli saarela",64029
"11743","augusto basso","roberto rossellini",64032
"11744","mikhail boyarskiy","georgi yungvald khilkevich",64046
"11745","jimi hendrix","peter pilafian",64051
"11746","jean luc godard","emmanuel laurent",64074
"11747","lon chaney jr","reginald le borg",64075
"11748","lon chaney jr","reginald le borg",64076
"11749","lon chaney jr","wallace fox",64077
"11750","4072","harold young",64078
"11751","burt lancaster","john frankenheimer",64079
