"","original_title","id","release_date","revenue","budget","runtime","animation","comedy","family","adventure","fantasy","drama","romance","action","crime","thriller","history","mystery","music","horror","war","documentary","western","scifi","Actor","Director","actorMovieCount","directorMovieCount","directorEarnings","domestic","quarter","success_1_to_1"
"620","comingtoamerica",9602,1988-06-28,288752301,3.9e+07,116,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"eddiemurphy","johnlandis",9,1,14051384,0,"2",1
"621","commando",10999,1985-10-03,57500000,1e+07,90,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"arnoldschwarzenegger","markllester",8,2,4735452,1,"4",1
"622","comoara",334924,2015-06-02,33508,24078133.8007948,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"tomacuzin","corneliuporumboiu",0,0,0,0,"2",0
"623","company",15761,2002-04-15,6e+06,1500000,156,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"mohanlal","ramgopalvarma",2,1,2760000,0,"2",1
"624","companybusiness",32074,1991-09-06,1501785,24078133.8007948,98,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"genehackman","nicholasmeyer",1,0,0,0,"3",0
"625","compliance",84188,2012-08-23,319285,24078133.8007948,90,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"anndowd","craigzobel",0,1,121461,1,"3",0
"626","conair",1701,1997-06-01,224012234,7.5e+07,115,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,"nicolascage","simonwest",4,0,0,1,"2",1
"627","conanobriencantstop",65058,2011-06-24,223959,24078133.8007948,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"conanobrien","rodmanflender",0,0,0,0,"2",0
"628","conanthedestroyer",9610,1984-06-29,1e+08,1.8e+07,103,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"arnoldschwarzenegger","richardfleischer",9,0,0,1,"2",1
"629","confessionsofadangerousmind",4912,2002-12-30,33013805,3e+07,113,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,"samrockwell","georgeclooney",2,1,41299492,1,"4",1
"630","conspiracytheory",8834,1997-08-07,136982834,7.5e+07,135,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,"melgibson","richarddonner",3,2,329380366,1,"3",1
"631","contact",686,1997-07-11,171120329,9e+07,150,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,"jodiefoster","robertzemeckis",0,3,336166316,1,"3",1
"632","continentaldivide",26560,1981-09-18,15578237,24078133.8007948,103,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"johnbelushi","michaelapted",1,2,17618199,0,"3",0
"633","controlroom",18889,2004-01-15,2586511,24078133.8007948,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"samirkhader","jehanenoujaim",0,0,0,0,"1",0
"634","conversationswithotherwomen",15624,2006-06-07,973525,450000,84,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"helenabonhamcarter","hanscanosa",0,0,0,1,"2",1
"635","convoy",9584,1978-06-27,22765081,1.2e+07,110,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"kriskristofferson","sampeckinpah",1,1,6486797,0,"2",1
"636","cooties",241843,2014-10-10,581011,24078133.8007948,88,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"elijahwood","carymurnion",0,0,0,0,"4",0
"637","copcar",310133,2015-08-07,134552,24078133.8007948,86,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"kevinbacon","jonwatts",0,0,0,1,"3",0
"638","copland",2142,1997-08-15,44862187,1.5e+07,104,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,"sylvesterstallone","jamesmangold",2,1,70016220,1,"3",1
"639","corpsebride",3933,2005-09-09,117195061,4e+07,77,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,"johnnydepp","timburton",3,1,296485719,1,"3",1
"640","corvettesummer",27201,1978-06-02,15500000,24078133.8007948,105,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"markhamill","matthewrobbins",1,1,14110013,0,"2",0
"641","courageous",72213,2011-09-30,34522221,1e+06,129,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"alexkendrick","alexkendrick",0,1,67790117,1,"3",1
"642","cousins",31674,1989-02-10,22030000,1.3e+07,109,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"teddanson","joelschumacher",0,7,832065539,0,"1",1
"643","cowboysangels",20148,2003-05-14,33700,2e+06,89,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"michaellegge","davidgleeson",0,0,0,0,"2",0
"644","coyoteugly",6282,2000-07-30,113916474,4.5e+07,100,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"piperperabo","davidmcnally",0,0,0,1,"3",1
"645","crazybeautiful",10691,2001-06-29,16929123,1.3e+07,99,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"kirstendunst","johnstockwell",0,2,52274953,1,"2",1
"646","crazyontheoutside",35458,2010-01-08,88335,24078133.8007948,136,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"timallen","timallen",0,0,0,0,"1",0
"647","crimepunishmentinsuburbia",46119,2000-01-01,26394,24078133.8007948,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"monicakeena","robertschmidt",0,0,0,0,"1",0
"648","crimesandmisdemeanors",11562,1989-10-13,18254702,1.9e+07,104,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"woodyallen","woodyallen",3,9,363839747,0,"4",0
"649","crimesoftheheart",48259,1986-12-12,22905522,24078133.8007948,105,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"dianekeaton","bruceberesford",2,6,207830784,0,"4",0
"650","crimsonpeak",201085,2015-10-13,74679822,5.5e+07,119,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,"miawasikowska","guillermodeltoro",0,0,0,1,"4",1
"651","crimsontide",8963,1995-05-12,157387195,5.3e+07,116,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,"denzelwashington","tonyscott",6,1,143049560,1,"2",1
"652","critters2",10127,1988-04-29,3813293,4500000,86,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,"scottgrimes","mickgarris",0,0,0,0,"2",0
"653","crocodiledundee",9671,1986-09-26,328203506,5e+06,97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"paulhogan","peterfaiman",1,0,0,1,"3",1
"654","crocodiledundeeinlosangeles",9290,2001-04-12,39438674,21150000,92,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"paulhogan","simonwincer",0,0,0,1,"2",1
"655","crookedarrows",106135,2012-05-18,1832541,1.3e+07,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"brandonrouth","steverash",0,0,0,0,"2",0
"656","cropsey",56811,2010-04-29,35456,24078133.8007948,85,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,"gregcusick","joshuazeman",0,0,0,0,"2",0
"657","crossingdelancey",27397,1988-09-16,16262415,24078133.8007948,97,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"amyirving","joanmicklinsilver",0,0,0,0,"3",0
"658","crossroads",15392,1986-03-14,5738952,24078133.8007948,99,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,"ralphmacchio","walterhill",0,6,276482118,1,"1",0
"660","cruelintentions",796,1999-03-05,75902208,10500000,97,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,"sarahmichellegellar","rogerkumble",0,0,0,1,"1",1
"661","crythebelovedcountry",34615,1995-12-15,676525,24078133.8007948,106,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"jamesearljones","darrelljamesroodt",0,1,3028094,0,"4",0
"662","cube",431,1997-09-09,501818,250000,90,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"nicoledeboer","vincenzonatali",0,0,0,1,"3",1
"663","cyborg",10134,1989-04-07,10166459,5e+05,86,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"jeanclaudevandamme","albertpyun",7,0,0,0,"2",1
"664","Áû‰È",381890,2016-02-08,553810228,60720000,93,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,"jellylin","stephenchow",0,0,0,0,"1",1
"665","ÁûÈÄˇ„Å„Ç„Éû„Ç„Ç„Éà„Éˇ„É„Ç„ÉÑ„ÉËöÈÜí",227679,2013-07-13,5e+07,24078133.8007948,72,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"sarahnatochenny","kunihikoyuyama",0,0,0,0,"3",1
"666","ñ",62616,2006-09-21,3214998,24078133.8007948,98,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"alekseychadov","aleksandrveledinskiy",1,1,4037782,0,"3",0
"667","òÒÄÒáÒÄÒãí2",250895,2013-12-26,18315000,24078133.8007948,85,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"nikitaefremov","vladimirtoropchin",0,0,0,0,"4",0
"668","òÒÄÒáÒÄÒãí3",370545,2016-01-01,9409000,24078133.8007948,76,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ivanokhlobystin","darinashmidt",0,0,0,0,"1",0
"669","òÒÄÒèÒÅÒÉÒúÒãˇÒÄ",27046,2007-12-21,55635037,5e+06,125,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"konstantinkhabenskiy","timurbekmambetov",1,1,22772019,0,"4",1
"670","ëÒÇÒÄóÒëÒãÒÅ",36696,2010-03-18,6500000,2.5e+07,85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"annabolshova","innaevlannikova",0,0,0,0,"1",0
"671","ëÒÇvegas",139300,2013-01-24,6134438,24078133.8007948,92,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ivanstebunov","gorkirakosian",0,0,0,0,"1",0
"672","ëÒãÒÇÒÄ",111237,2012-05-03,7200000,1.1e+07,104,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,"vladimirilin","karenshakhnazarov",0,0,0,0,"2",0
"673","ëÒÅÒúÒû",56372,2005-03-05,8262833,3500000,126,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"andreipanin","alekseisidorov",0,0,0,0,"1",1
"674","ëÒÅÒÇÒúÒû2†Òà",56525,2007-10-18,11171900,6e+06,135,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"denisnikiforov","antonmegerdichev",0,0,0,0,"4",1
"675","ëÒãÒÅÒÇÒÄÒáÒÄ",253192,2014-01-01,5279982,3e+06,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leonidbarats","dmitriydyachenko",1,0,0,0,"1",1
"676","ëÒÄÒÅÒÜ‚ˇÒÇÒë‚",643,1925-12-24,45100,24078133.8007948,75,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"aleksandrantonov","sergeimeisenstein",0,0,0,0,"4",0
"677","ëÒÉÒÄ",62276,2003-08-02,1600000,7e+05,110,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"sergeygorobchenko","pyotrbuslov",0,0,0,0,"3",1
"678","íÒÄÒèÒÄÒãÒÖ",440642,2017-04-12,9868942,7075038,140,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"evgenymironov","dmitriykiselev",0,0,0,0,"2",1
"679","íÒÅÒÅÒÄÒÉ",280422,2014-06-05,3,750000,107.440816326531,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"andreymuravyov","romankarimov",0,1,4781454,0,"2",0
"680","íÒÅÒÉÒÄÒÉÒÇÒèÒÅÒÇÒÉÒÅÒú",31418,2008-05-21,235432,24078133.8007948,80,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"polinafilonenko","valeriyagaygermanika",0,0,0,0,"2",0
"681","ìÒÄÒÑÒÉÒÅÒÄ",225235,2013-07-26,4037782,24078133.8007948,120,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"konstantinkhabenskiy","aleksandrveledinskiy",0,0,0,0,"3",0
"682","ìÒÄÒÉ200",34869,2007-06-06,121129,24078133.8007948,89,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"agniyakuznetsova","alekseybalabanov",0,1,183640,0,"2",0
"683","ìÒÉÒèíÒÅÒè",430263,2017-02-16,4781454,707503,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"efimpetrunin","romankarimov",0,0,0,0,"1",1
"684","îÒÄ",2269,2006-01-01,38862717,4200000,132,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"konstantinkhabenskiy","timurbekmambetov",2,2,78407056,0,"1",1
"685","îÒÉ",26841,2003-03-31,7e+05,24078133.8007948,82,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"alekseialekseyev","ruslanbaltzer",0,0,0,0,"1",0
"686","îÒÄÒãÒèùÒÇÒáóìÒÄÒãÒãÒá",33534,2006-03-16,3468423,4500000,65,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"yekaterinagorokhovskaya","ilyamaksimov",0,0,0,0,"1",0
"687","îÒúÒãÒÄ2",376716,2016-02-18,4314688,24078133.8007948,105,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"leonidbarats","aleksandrbarshak",0,0,0,0,"1",0
"688","îÒÉÒÖless",132759,2012-10-04,13218980,2800000,100,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"danilakozlovsky","romanprygunov",1,0,0,0,"4",1
"689","îÒÉÒçÒèÒÇ",376565,2016-09-29,6101904,12823507,110,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"pyotrfyodorov","alekseymizgiryov",0,0,0,0,"3",0
"690","õÒûÒúÒÄÒú2",62732,2008-12-23,17850711,3e+06,100,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"kristinaorbakayte","maksimpezhemskiy",0,0,0,0,"4",1
"691","Å",57809,2010-12-12,22772019,5e+06,89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ivanurgant","timurbekmambetov",0,0,0,0,"4",1
"692","ùÒëÒÇîÒÉÒà",66085,2002-09-02,314195,24078133.8007948,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"renatalitvinova","verastorozheva",2,0,0,0,"3",0
"693","êÒàˇÒáÒÉÒÄó",33065,2004-12-23,1730000,4e+06,72,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"olegkulikovich","konstantinbronzit",0,0,0,0,"4",0
"694","êÒÉÒÇÒÄÒÉÒÄÒÅÒÉÒÅÒú",197057,2003-12-04,234748,24078133.8007948,107.440816326531,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"sergeygarmash","sergeynikonenko",0,0,0,0,"4",0
"695","ùÒàrussiaÒÜÒÅÒÉÒúÒã",31059,2010-01-21,22212223,2e+06,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sergeysvetlakov","gleborlov",0,0,0,0,"1",1
"696","êÒÇÒÄ",41955,2002-08-01,340312,5e+06,113,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"sergeyshakurov","yegorkonchalovsky",0,1,2685000,0,"3",0
"697","êÒÇÒÄ2êÒÇÒÇÒÄÒÄÒÄ",41957,2003-12-12,2685000,24078133.8007948,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"yuriykutsenko","yegorkonchalovsky",1,0,0,0,"4",0
"698","êÒÇÒÄîöõÒûÒúÒèÒÇ",29361,2009-12-03,2141028,2500000,91,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,"yuriykutsenko","eldarsalavatov",0,0,0,0,"4",0
"699","êÒÇÒÉÒÄÒú",63898,2007-09-06,1413000,5e+06,91,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"vladimirturchinsky","vladimirshchegolkov",0,0,0,0,"3",0
"700","ùÒÄ",72663,2008-07-03,273137,2e+06,93,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"olgasutulova","igorvoloshin",0,0,0,0,"3",0
"701","d3themightyducks",10680,1996-10-04,22955097,24078133.8007948,104,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"emilioestevez","robertlieberman",0,0,0,0,"4",0
"702","d„asdef„tbol",54148,2003-09-19,12212123,24078133.8007948,113,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ernestoalterio","davidserrano",0,0,0,0,"3",0
"703","daddydaycamp",14144,2007-08-08,18197398,6e+06,89,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cubagoodingjr","fredsavage",0,0,0,1,"3",1
"704","daddydaycare",10708,2003-05-03,164433867,6e+07,92,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"eddiemurphy","stevecarr",0,0,0,1,"2",1
"705","daddysdyinwhosgotthewill",21030,1990-05-04,1373728,24078133.8007948,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"beverlydangelo","jackfisk",0,0,0,0,"2",0
"706","daddyshome",274167,2015-12-25,242786137,5e+07,96,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"willferrell","seananders",0,0,0,0,"4",1
"707","dallas362",41183,2003-09-12,18928,24078133.8007948,100,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"scottcaan","scottcaan",0,0,0,0,"3",0
"708","damage",11012,1992-12-02,7532911,24078133.8007948,111,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"jeremyirons","louismalle",1,0,0,0,"4",0
"709","damienomenii",10766,1978-06-09,26518355,6800000,107,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,"williamholden","dontaylor",0,0,0,0,"2",1
"710","dancerinthedark",16,2000-05-17,40031879,12800000,140,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,"bjˆrk","larsvontrier",0,2,3019034,1,"2",1
"711","dancertexaspop81",78373,1998-05-01,565592,24078133.8007948,97,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"breckinmeyer","timmccanlies",1,0,0,1,"2",0
"712","danceswithwolves",581,1990-11-09,424208848,2.2e+07,181,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"kevincostner","kevincostner",7,1,68296293,1,"4",1
"713","dancewithme",17915,1998-08-21,15,24078133.8007948,126,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,"vanessawilliams","randahaines",0,0,0,0,"3",0
"714","dangerousground",52855,1997-02-12,3028094,24078133.8007948,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"icecube","darrelljamesroodt",6,0,0,0,"1",0
"715","dangerousliaisons",859,1988-12-16,34670720,1.4e+07,119,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"glennclose","stephenfrears",1,4,118439776,1,"4",1
"717","dangerouslyclose",71841,1986-05-09,2390525,24078133.8007948,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"johnstockwell","albertpyun",0,1,10166459,0,"2",0
"718","danslesfor„tsdesib„rie",395452,2016-06-15,1492523,3500000,105,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"raphaÎlpersonnaz","safynebbou",0,0,0,0,"2",0
"719","dantespeak",9619,1997-02-07,178127760,1.16e+08,108,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"piercebrosnan","rogerdonaldson",5,2,133748003,1,"1",1
"720","dare",32124,2009-11-13,18088,24078133.8007948,100,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"emmyrossum","adamsalky",0,0,0,0,"4",0
"721","daredevil",9480,2003-02-14,179179718,7.8e+07,103,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,"benaffleck","markstevenjohnson",6,0,0,1,"1",1
"722","darkcity",2666,1998-02-27,27200316,2.7e+07,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,"rufussewell","alexproyas",0,1,150680864,1,"1",1
"723","darkman",9556,1990-08-24,48878502,1.6e+07,96,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,"liamneeson","samraimi",9,2,503877190,0,"3",1
"724","darktide",59963,2012-03-28,432274,2.5e+07,113,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"halleberry","johnstockwell",1,0,0,0,"1",0
"725","dasboot",387,1981-09-16,8.5e+07,1.4e+07,149,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,"j¸rgenprochnow","wolfgangpetersen",0,3,527127228,1,"3",1
"726","dave",11566,1993-05-07,6.3e+07,24078133.8007948,110,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"kevinkline","ivanreitman",0,2,135376292,0,"2",1
"727","davechappellesblockparty",292,2005-09-12,11718595,3e+06,100,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,"davechappelle","michelgondry",0,2,237341588,1,"3",1
"728","ë",335819,2015-03-19,358590,24078133.8007948,92,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,"alekseychadov","evgeniyshelyakin",0,0,0,0,"1",0
"729","",380111,2016-04-21,27305571,1e+07,138,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,"danilakozlovsky","nikolaylebedev",0,0,0,0,"2",1
"730","†",148331,2012-11-22,5,24078133.8007948,87,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ivanokhlobystin","egorbaranov",1,1,467363,0,"4",0
"731","ÒèÒÄ",164372,2012-10-11,12400000,7e+06,76,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"ivanokhlobystin","vladlenbarbe",2,0,0,0,"4",1
"732","ÒÇÒàÒÉ",88491,2011-12-12,393816,2e+06,207,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"pyotrmamonov","sergeiloban",0,0,0,0,"4",0
"733","ÒãÒã",159447,2012-12-27,11666088,2e+06,90,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"alaindelon","sarikandreasyan",0,0,0,0,"4",1
"734","ÒÜî",159207,2012-11-29,30292,24078133.8007948,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"karolinagruszka","ivanvyrypaev",0,0,0,0,"4",0
"735","ÒÑÒÄÒè",72891,2006-02-11,2209023,24078133.8007948,74,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"polinaagureyeva","ivanvyrypaev",0,1,30292,0,"1",0
"736","ÒÄÒá",371507,2014-06-25,467363,24078133.8007948,118,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"pyotrfyodorov","egorbaranov",1,0,0,0,"2",0
"737","ÒÅÒÇÒûÒÅÒú",33714,2007-04-19,404785,1e+06,112,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"andreykrasko","karenoganesyan",0,0,0,0,"2",0
"738","deadburied",24274,1981-05-29,216166,3e+06,94,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"jamesfarentino","garysherman",0,0,0,0,"2",0
"739","deadcalm",10493,1989-04-07,7825000,1e+07,96,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,"nicolekidman","phillipnoyce",3,3,237055341,0,"2",0
"740","deadfall",33927,1993-10-08,18,1e+07,98,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,"michaelbiehn","christophercoppola",0,0,0,1,"4",0
"741","deadlyfriend",33278,1986-10-10,8988731,24078133.8007948,91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,"matthewlaborteaux","wescraven",0,5,313227387,0,"4",0
"742","deadmandown",102362,2013-03-08,18074539,24078133.8007948,118,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"colinfarrell","nielsardenoplev",0,0,0,1,"1",0
"743","deadmendontwearplaid",9442,1982-05-21,18196170,24078133.8007948,89,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"stevemartin","carlreiner",4,0,0,0,"2",0
"744","deadofwinter",70199,1987-02-06,2413427,24078133.8007948,100,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,"marysteenburgen","arthurpenn",0,0,0,0,"1",0
"745","deadringers",9540,1988-09-23,8038508,1.3e+07,115,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,"jeremyirons","davidcronenberg",2,5,146153384,0,"3",0
"746","deadsilence",14001,2007-03-16,22217407,2e+07,89,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"ryankwanten","jameswan",0,4,752153758,1,"1",1
"747","deadtimestories",66194,1986-04-13,2750741,24078133.8007948,93,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"scottvalentine","jefferydelman",0,0,0,0,"2",0
"748","deathatafuneral",2196,2007-02-09,46,9e+06,90,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"matthewmacfadyen","frankoz",0,0,0,1,"1",0
"750","deathmachine",1702,1994-12-23,1422749,24078133.8007948,117,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"elypouget","stephennorrington",0,1,131183530,0,"4",0
"751","deathofadynasty",25007,2005-04-29,42108,24078133.8007948,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ebonmossbachrach","damondash",0,0,0,0,"2",0
"752","deathsentence",11835,2007-08-31,16974459,2e+07,105,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,"kevinbacon","jameswan",2,3,735179299,1,"3",0
"753","deathwarrant",17466,1990-09-14,16853487,4e+06,93,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,"jeanclaudevandamme","deransarafian",6,0,0,0,"3",1
"754","decemberboys",4629,2007-09-20,46474,4e+06,105,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,"danielradcliffe","rodhardy",2,0,0,0,"3",0
"755","dedemin‰nsanlar‰",81708,2011-11-25,6086224,24078133.8007948,123,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Áetintekindor","Áaganirmak",0,0,0,0,"4",0
"756","deepbluesea",8914,1999-07-28,73648228,6e+07,105,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,"thomasjane","rennyharlin",1,2,113244738,1,"3",1
"757","defenceoftherealm",29627,1986-09-06,750000,24078133.8007948,96,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"gabrielbyrne","daviddrury",1,0,0,0,"3",0
"758","delhibelly",67109,2011-07-01,18035000,4090000,102,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"imrankhan","abhinaydeo",0,0,0,0,"3",1
